id,id_alt,country,continent,geo_group,culture,epoch,group,comment,latitude,longitude,sex,site,site_detail,mt_hg,ychr_hg,ychr_snps,year_from,year_to,date_detail,bp,c14_lab_code,reference_name,reference_link,data_link,c14_sample_tag,c14_layer_tag,full_mt_tag,trusted_tag,avg_coverage,amtdb_version
I6232,none,Mongolia,Asia,"Uvs aimag, Ulaangom sum, Chandman Uul, Ulaangom cemetery Grave #48, Burial 6",Mongolia_EIA_Sagly_4,Iron Age,none,none,49.96,92.05,M,Mongolia_EIA_Sagly_4,none,U4b1a1a1,Q1b1a3a1-L332,none,387 calBCE,208 calBCE,"387-208 calBCE (2245±20 BP, PSUAMS-7271)",2245±20 BP,PSUAMS-7271,Wang Nature 2021,https://doi.org/10.1038/s41586-021-03336-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB42781,none,none,none,none,4.592,v1.010
I6233,none,Mongolia,Asia,"Uvs aimag, Ulaangom sum, Chandman Uul, Ulaangom cemetery, Grave #49, Burial 1",Mongolia_EIA_Sagly_4,Iron Age,none,none,49.96,92.05,M,Mongolia_EIA_Sagly_4,none,F1b1+@152,R1a1a1b2a2-Z2121,none,370 calBCE,197 calBCE,"370-197 calBCE (2210±20 BP, PSUAMS-7272)",2210±20 BP,PSUAMS-7272,Wang Nature 2021,https://doi.org/10.1038/s41586-021-03336-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB42781,none,none,none,none,3.306664,v1.010
I6356,none,Mongolia,Asia,"Uvs aimag, Ulaangom sum, Chandman Uul, Ulaangom cemetery, Grave #58, Burial 2",Mongolia_EIA_Sagly_4,Iron Age,none,none,49.96,92.05,M,Mongolia_EIA_Sagly_4,none,C4a1a3,Q1b1a3b-SK1944,none,400 BCE,200 BCE,400-200 BCE,none,none,Wang Nature 2021,https://doi.org/10.1038/s41586-021-03336-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB42781,none,none,none,none,4.740964,v1.010
I7022,none,Mongolia,Asia,"Uvs aimag, Ulaangom sum, Chandman Uul, Ulaangom cemetery Grave #11, Burial 7",Mongolia_EIA_Sagly_4,Iron Age,none,none,49.96,92.05,M,Mongolia_EIA_Sagly_4,none,C4a1a+195,Q1a2a-F4793,none,389 calBCE,208 calBCE,"389-208 calBCE (2250±20 BP, PSUAMS-4000)",2250±20 BP,PSUAMS-4000,Wang Nature 2021,https://doi.org/10.1038/s41586-021-03336-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB42781,none,none,none,none,2.160383,v1.010
I7023,none,Mongolia,Asia,"Uvs aimag, Ulaangom sum, Chandman Uul, Ulaangom cemetery Grave #31, Burial 6 ",Mongolia_EIA_Sagly_4,Iron Age,none,none,49.96,92.05,F,Mongolia_EIA_Sagly_4,none,H,n/a (female),none,373 calBCE,199 calBCE,"373-199 calBCE (2215±20 BP, PSUAMS-4001)",2215±20 BP,PSUAMS-4001,Wang Nature 2021,https://doi.org/10.1038/s41586-021-03336-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB42781,none,none,none,none,4.333784,v1.010
I7024,none,Mongolia,Asia,"Uvs aimag, Ulaangom sum, Chandman Uul, Ulaangom cemetery Grave #36, Burial 2",Mongolia_EIA_Sagly_4,Iron Age,none,none,49.96,92.05,M,Mongolia_EIA_Sagly_4,none,R1b1,R1a1a1b2-Z93,none,389 calBCE,208 calBCE,"389-208 calBCE (2250±20 BP, PSUAMS-4002)",2250±20 BP,PSUAMS-4002,Wang Nature 2021,https://doi.org/10.1038/s41586-021-03336-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB42781,none,none,none,none,2.913225,v1.010
I7027,none,Mongolia,Asia,"Uvs aimag, Ulaangom sum, Chandman Uul, Ulaangom cemetery Grave #45, Burial 2",Mongolia_EIA_Sagly_4,Iron Age,none,none,49.96,92.05,M,Mongolia_EIA_Sagly_4,none,T1a1,R1a1a1b2a-F3105,none,398 calBCE,228 calBCE,"398-228 calBCE (2275±20 BP, PSUAMS-4003)",2275±20 BP,PSUAMS-4003,Wang Nature 2021,https://doi.org/10.1038/s41586-021-03336-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB42781,none,none,none,none,0.029158,v1.010
I7028,none,Mongolia,Asia,"Uvs aimag, Ulaangom sum, Chandman Uul, Ulaangom cemetery Grave #46, burial 1",Mongolia_EIA_Sagly_4,Iron Age,none,none,49.96,92.05,F,Mongolia_EIA_Sagly_4,none,H2a2a,n/a (female),none,382 calBCE,206 calBCE,"382-206 calBCE (2235±20 BP, PSUAMS-4597)",2235±20 BP,PSUAMS-4597,Wang Nature 2021,https://doi.org/10.1038/s41586-021-03336-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB42781,none,none,none,none,1.877159,v1.010
I7029,none,Mongolia,Asia,"Uvs aimag, Ulaangom sum, Chandman Uul, Ulaangom cemetery Grave #53, burial 2",Mongolia_EIA_Sagly_4,Iron Age,none,none,49.96,92.05,M,Mongolia_EIA_Sagly_4,none,U4a1,Q1b1a3a1-BZ433,none,356 calBCE,172 calBCE,"356-172 calBCE (2186±16 BP) [R_combine: (2155±20 BP, PSUAMS-3877); (2231±24 BP, MAMS-41123)]",2231±24 BP,MAMS-41123,Wang Nature 2021,https://doi.org/10.1038/s41586-021-03336-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB42781,none,none,none,none,3.982534,v1.010
I7030,none,Mongolia,Asia,"Uvs aimag, Ulaangom sum, Chandman Uul, Ulaangom cemetery Grave #56 ",Mongolia_EIA_Sagly_4,Iron Age,none,none,49.96,92.05,M,Mongolia_EIA_Sagly_4,none,D4b1a2a1,R1a1a1b2a-Z95,none,389 calBCE,208 calBCE,"389-208 calBCE (2250±20 BP, PSUAMS-3722)",2250±20 BP,PSUAMS-3722,Wang Nature 2021,https://doi.org/10.1038/s41586-021-03336-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB42781,none,none,none,none,0.006353,v1.010
I12956,none,Mongolia,Asia,"Uvs aimag, Ulaangom sum, Chandman Uul, Ulaangom cemetery Grave 48 burial 4",Mongolia_EIA_Sagly_4_lc,Iron Age,none,none,49.96,92.05,M,Mongolia_EIA_Sagly_4_lc,none,n/a (<2x),..,none,405 calBCE,235 calBCE,"405-235 calBCE (2305±20 BP, UCIAMS-226544, PSUG-5459)",none,none,Wang Nature 2021,https://doi.org/10.1038/s41586-021-03336-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB42781,none,none,none,none,0.012477,v1.010
I7026,none,Mongolia,Asia,"Uvs aimag, Ulaangom sum, Chandman Uul, Ulaangom cemetery Grave #41, Burial 6",Mongolia_EIA_Sagly_4_o_lc,Iron Age,none,none,49.96,92.05,M,Mongolia_EIA_Sagly_4_o_lc,none,C4a1a+195,..,none,355 calBCE,170 calBCE,"355-170 calBCE (2180±15 BP, PSUAMS-4503)",2180±15 BP,PSUAMS-4503,Wang Nature 2021,https://doi.org/10.1038/s41586-021-03336-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB42781,none,none,none,none,1.777705,v1.010
I12960,none,Mongolia,Asia,"Uvurkhangai, Khujirt sum, Shunkhlai Uul, Tomb 2",Mongolia_EIA_SlabGrave_1,Iron Age,none,none,46.92,102.76,M,Mongolia_EIA_SlabGrave_1,none,C4a1a+195,Q1a1a1-F1626,none,1441 calBCE,1304 calBCE,"1441-1304 calBCE (3120±20 BP, UCIAMS-226528, PSUG-5431)",none,none,Wang Nature 2021,https://doi.org/10.1038/s41586-021-03336-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB42781,none,none,none,none,3.935376,v1.010
I12969,none,Mongolia,Asia,"Khentii, Delgerkhaan sum, Khanan 3",Mongolia_EIA_SlabGrave_1,Iron Age,none,none,47.178056,109.189444,M,Mongolia_EIA_SlabGrave_1,none,F1b1+@152,Q1a1a-Z19198,none,1124 calBCE,939 calBCE,"1124-939 calBCE (2875±20 BP, UCIAMS-226545, PSUG-5460)",none,none,Wang Nature 2021,https://doi.org/10.1038/s41586-021-03336-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB42781,none,none,none,none,4.451718,v1.010
I12971,none,Mongolia,Asia,"Dornod aimag, Gurvanzagal sum, Khadan khuv Tomb 1",Mongolia_EIA_SlabGrave_1,Iron Age,none,none,49.15,114.87,F,Mongolia_EIA_SlabGrave_1,none,D4j7,n/a (female),none,981 calBCE,832 calBCE,"981-832 calBCE (2765±20 BP, UCIAMS-226547, PSUG-5462)",none,none,Wang Nature 2021,https://doi.org/10.1038/s41586-021-03336-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB42781,none,none,none,none,0.172593,v1.010
I13178,none,Mongolia,Asia,"Khentii, Bayan-Adraga sum, Shuusyn boom Tomb 6",Mongolia_EIA_SlabGrave_1,Iron Age,none,none,48.57,111.08,F,Mongolia_EIA_SlabGrave_1,none,R,n/a (female),none,1046 calBCE,914 calBCE,"1046-914 calBCE (2825±20 BP, UCIAMS-226531, PSUG-5434)",none,none,Wang Nature 2021,https://doi.org/10.1038/s41586-021-03336-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB42781,none,none,none,none,2.57423,v1.010
I13963,none,Mongolia,Asia,"Khentii, Delgerkhaan sum, Rashaant tolgoi, tomb 6",Mongolia_EIA_SlabGrave_1,Iron Age,none,none,47.19,109.19,F,Mongolia_EIA_SlabGrave_1,none,C5b1b,n/a (female),none,967 calBCE,827 calBCE,"967-827 calBCE (2750±20 BP, PSUAMS-6943)",2750±20 BP,PSUAMS-6943,Wang Nature 2021,https://doi.org/10.1038/s41586-021-03336-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB42781,none,none,none,none,2.774856,v1.010
I6349,none,Mongolia,Asia,"Sükhbaatar aimag, Dariganga sum, Baaran-Khavtsal",Mongolia_EIA_SlabGrave_1,Iron Age,none,none,45.304167,113.848611,M,Mongolia_EIA_SlabGrave_1,none,D4m2,Q1a1a-M265,none,898 calBCE,800 calBCE,"898-800 calBCE (2675±20 BP, PSUAMS-7398)",2675±20 BP,PSUAMS-7398,Wang Nature 2021,https://doi.org/10.1038/s41586-021-03336-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB42781,none,none,none,none,3.547539,v1.010
I6352,none,Mongolia,Asia,"Uvurkhangai, Khujirt sum, Shunkhlai Uul, Grave #1",Mongolia_EIA_SlabGrave_1,Iron Age,none,none,46.8975,102.766667,M,Mongolia_EIA_SlabGrave_1,none,F1b1b,Q1a1a-F745,none,1107 calBCE,924 calBCE,"1107-924 calBCE (2845±20 BP, PSUAMS-7276)",2845±20 BP,PSUAMS-7276,Wang Nature 2021,https://doi.org/10.1038/s41586-021-03336-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB42781,none,none,none,none,3.690566,v1.010
I6353,none,Mongolia,Asia,"Uvurkhangai, Khujirt sum, Shunkhlai Uul, Tomb 9",Mongolia_EIA_SlabGrave_1,Iron Age,none,none,46.8975,102.766667,M,Mongolia_EIA_SlabGrave_1,none,G2b2,Q1a1a-F1340,none,1010 calBCE,901 calBCE,"1010-901 calBCE (2799±20 BP) [R_combine: (2780±25 BP, PSUAMS-2946); (2826±30 BP, OxA-36456)]",2826±30 BP,OxA-36456,Wang Nature 2021,https://doi.org/10.1038/s41586-021-03336-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB42781,none,none,none,none,1.077627,v1.010
I6357,none,Mongolia,Asia,"Tuv aimag, Altanbulag sum, Tariat Brigad Tomb 5",Mongolia_EIA_SlabGrave_1,Iron Age,none,none,47.7,106.4,F,Mongolia_EIA_SlabGrave_1,none,D4b2,n/a (female),none,1100 BCE,400 BCE,1100-400 BCE,none,none,Wang Nature 2021,https://doi.org/10.1038/s41586-021-03336-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB42781,none,none,none,none,4.761473,v1.010
I6359,none,Mongolia,Asia,"Khuvsgul aimag, Alag-Erdene sum, Erhel nuur, Ulaan tolgoi ",Mongolia_EIA_SlabGrave_1,Iron Age,none,none,50.117222,100.045833,M,Mongolia_EIA_SlabGrave_1,none,C5c,Q1b1a3a-YP779,none,1100 BCE,400 BCE,1100-400 BCE,none,none,Wang Nature 2021,https://doi.org/10.1038/s41586-021-03336-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB42781,none,none,none,none,2.419309,v1.010
I6365,none,Mongolia,Asia,"Khuvsgul aimag, Burentogtoh sum, Uushigiin uvur, Slab Burial 1",Mongolia_EIA_SlabGrave_1,Iron Age,none,none,49.656,99.927,M,Mongolia_EIA_SlabGrave_1,none,D4o1,N1a1a1a1a-M1999,none,809 calBCE,779 calBCE,"809-779 calBCE (2610±20 BP, PSUAMS-7282)",2610±20 BP,PSUAMS-7282,Wang Nature 2021,https://doi.org/10.1038/s41586-021-03336-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB42781,none,none,none,none,3.703488,v1.010
I6369,none,Mongolia,Asia,"Khentii, Murun sum, Bus khairkhan Tomb 2",Mongolia_EIA_SlabGrave_1,Iron Age,none,none,47.381667,110.316944,F,Mongolia_EIA_SlabGrave_1,none,B5b,n/a (female),none,752 calBCE,417 calBCE,"752-417 calBCE (2455±20 BP, PSUAMS-3114)",2455±20 BP,PSUAMS-3114,Wang Nature 2021,https://doi.org/10.1038/s41586-021-03336-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB42781,none,none,none,none,4.652503,v1.010
I7032,none,Mongolia,Asia,"Khentii, Batshireet sum, Tugsiin uvdug Tomb 1",Mongolia_EIA_SlabGrave_1,Iron Age,none,none,48.6925,110.192778,F,Mongolia_EIA_SlabGrave_1,none,C4a2a1,n/a (female),none,981 calBCE,832 calBCE,"981-832 calBCE (2765±20 BP, PSUAMS-4004)",2765±20 BP,PSUAMS-4004,Wang Nature 2021,https://doi.org/10.1101/2020.03.25.004606,https://www.ebi.ac.uk/ena/browser/view/PRJEB42781,none,none,none,none,0.038213,v1.010
I6368,none,Mongolia,Asia,"Khentii, Delgerkhaan sum, Khanan Tomb 1a",Mongolia_EIA_SlabGrave_1_contam,Iron Age,none,none,47.178056,109.189444,F,Mongolia_EIA_SlabGrave_1_contam,none,L3,n/a (female),none,782 calBCE,567 calBCE,"782-567 calBCE (2530±15 BP) [R_combine: (2510±20 BP, PSUAMS-3907); (2550±20 BP, PSUAMS-4252)]",2550±20 BP,PSUAMS-4252,Wangbio Rxiv 2020,https://doi.org/10.1038/s41586-021-03336-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB42781,none,none,none,none,3.968,v1.010
I6228,none,Mongolia,Asia,"Uvs aimag, Ulaangom sum, Chandman Uul, Ulaangom cemetery Grave #44",Mongolia_EIA_Xiongnu_7,Iron Age,none,none,49.96,92.05,M,Mongolia_EIA_Xiongnu_7,none,D4j12,C2a1a1b1b-Y11605,none,40 calBCE,109 calCE,"40 calBCE - 109 calCE (1985±15 BP) [R_combine: (1950±20 BP, PSUAMS-7395); (2024±21 BP, MAMS-41135)]",2024±21 BP,MAMS-41135,Wang Nature 2021,https://doi.org/10.1038/s41586-021-03336-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB42781,none,none,none,none,5.534433,v1.010
I13175,none,Mongolia,Asia,"Khovd, Bulgan sum, Uliastai deed denj II kurgan 1 burial 1 (secondary)",Mongolia_IA_Xianbei,Iron Age,none,none,45.39,90.798,M,Mongolia_IA_Xianbei,none,D4b1a2a,R1b2b-BY14575,none,408 calCE,537 calCE,"408-537 calCE (1625±20 BP, UCIAMS-226554, PSUG-5469)",none,none,Wang Nature 2021,https://doi.org/10.1038/s41586-021-03336-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB42781,none,none,none,none,4.246531,v1.010
I12975,none,Mongolia,Asia,"Khuvsgul aimag, Khankh sum, Khavtsal II Tomb 1 (Khirgisuur)",Mongolia_LBA_CenterWest_4,Bronze Age,none,none,51.5,100.67,M,Mongolia_LBA_CenterWest_4,none,U5a1a2a,C2a1a-F1699,none,1255 calBCE,1055 calBCE,"1255-1055 calBCE (2950±20 BP, UCIAMS-226549, PSUG-5464)",none,none,Wang Nature 2021,https://doi.org/10.1038/s41586-021-03336-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB42781,none,none,none,none,3.354744,v1.010
I13766,none,Mongolia,Asia,"Bayankhongor aimag, Erdentsogt sum",Mongolia_LBA_CenterWest_4,Bronze Age,none,none,46.426,100.817,M,Mongolia_LBA_CenterWest_4,none,C5b1b,Q1b1a3a-Y20260,none,1384 calBCE,1128 calBCE,"1384-1128 calBCE (3010±25 BP, UCIAMS-226533, PSUG-5436)",none,none,Wang Nature 2021,https://doi.org/10.1038/s41586-021-03336-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB42781,none,none,none,none,3.473474,v1.010
I13767,none,Mongolia,Asia,"Bayankhongor aimag, Ulziit soum, Khar Sair am",Mongolia_LBA_CenterWest_4,Bronze Age,none,none,48.11,102.55,M,Mongolia_LBA_CenterWest_4,none,R1b1,Q1b1a3-L334,none,1377 calBCE,1130 calBCE,"1377-1130 calBCE (3005±20 BP, UCIAMS-226534, PSUG-5437)",none,none,Wang Nature 2021,https://doi.org/10.1038/s41586-021-03336-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB42781,none,none,none,none,1.008418,v1.010
I13768,none,Mongolia,Asia,"Bayankhongor aimag, Ulziit sum, Muunit uul",Mongolia_LBA_CenterWest_4,Bronze Age,none,none,48.11,102.55,M,Mongolia_LBA_CenterWest_4,none,D4j1,..,none,1213 calBCE,1048 calBCE,"1213-1048 calBCE (2925±20 BP, PSUAMS-7115)",2925±20 BP,PSUAMS-7115,Wang Nature 2021,https://doi.org/10.1038/s41586-021-03336-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB42781,none,none,none,none,3.807,v1.010
I6262,none,Mongolia,Asia,"Bayankhongor aimag, Khar Sairiin Am, Khirigsuur",Mongolia_LBA_CenterWest_4,Bronze Age,none,none,45.918477,100.83344,F,Mongolia_LBA_CenterWest_4,none,A8a1,n/a (female),none,1398 calBCE,1228 calBCE,"1398-1228 calBCE (3050±20 BP, PSUAMS-3111)",3050±20 BP,PSUAMS-3111,Wang Nature 2021,https://doi.org/10.1038/s41586-021-03336-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB42781,none,none,none,none,1.812,v1.010
I6264,none,Mongolia,Asia,"Bayankhongor aimag, Khar Sairiin Am, Khirigsuur",Mongolia_LBA_CenterWest_4,Bronze Age,none,none,45.918477,100.83344,F,Mongolia_LBA_CenterWest_4,none,A8a1,n/a (female),none,1401 calBCE,1235 calBCE,"1401-1235 calBCE (3055±20 BP, PSUAMS-3112)",3055±20 BP,PSUAMS-3112,Wang Nature 2021,https://doi.org/10.1038/s41586-021-03336-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB42781,none,none,none,none,5.424584,v1.010
I6347,none,Mongolia,Asia,"Uvs aimag, Züünkhangai sum, Savaa Khar",Mongolia_LBA_CenterWest_4,Bronze Age,none,none,49.306389,95.448611,F,Mongolia_LBA_CenterWest_4,none,K2a5b,n/a (female),none,1414 calBCE,1280 calBCE,"1414-1280 calBCE (3080±20 BP, PSUAMS-3113)",3080±20 BP,PSUAMS-3113,Wang Nature 2021,https://doi.org/10.1038/s41586-021-03336-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB42781,none,none,none,none,3.369288,v1.010
I6351,none,Mongolia,Asia,"Uvs aimag, Khyargas sum, Urgun shireg, Tomb 3",Mongolia_LBA_CenterWest_4,Bronze Age,none,none,49.7,93.8,F,Mongolia_LBA_CenterWest_4,none,C4b1,n/a (female),none,1006 calBCE,846 calBCE,"1006-846 calBCE (2785±20 BP, PSUAMS-7275)",2785±20 BP,PSUAMS-7275,Wang Nature 2021,https://doi.org/10.1038/s41586-021-03336-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB42781,none,none,none,none,4.399134,v1.010
I7039,none,Mongolia,Asia,"Khovd, Duut sum, Khoit Tsenkheriin gol 1988 barrow 3",Mongolia_LBA_CenterWest_4,Bronze Age,none,none,47.423056,92.225833,M,Mongolia_LBA_CenterWest_4,none,D4j,Q1b1a3-L334,none,1210 calBCE,1019 calBCE,"1210-1019 calBCE (2920±20 BP, PSUAMS-4006)",2920±20 BP,PSUAMS-4006,Wang Nature 2021,https://doi.org/10.1038/s41586-021-03336-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB42781,none,none,none,none,3.722674,v1.010
I13505,none,Mongolia,Asia,"Bayankongor aimag, Erdenetsogt sum",Mongolia_LBA_CenterWest_4_o,Bronze Age,none,none,46.426,100.817,M,Mongolia_LBA_CenterWest_4_o,none,A+152+16362,Q1a1a-F5129,none,1124 calBCE,939 calBCE,"1124-939 calBCE (2875±20 BP, UCIAMS-226557, PSUG-5472)",none,none,Wang Nature 2021,https://doi.org/10.1038/s41586-021-03336-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB42781,none,none,none,none,3.341608,v1.010
I6362,none,Mongolia,Asia,"Khovd, Bulgan sum, Khudzhirtyn gol I, kurgan 2",Mongolia_LBA_CenterWest_5,Bronze Age,none,none,46.063611,92.034167,F,Mongolia_LBA_CenterWest_5,none,D4b1,n/a (female),none,1044 calBCE,917 calBCE,"1044-917 calBCE (2824±17 BP) [R_combine: (2815±20 BP, PSUAMS-2955); (2842±28 BP, OxA-36224)]",2842±28 BP,OxA-36224,Wang Nature 2021,https://doi.org/10.1038/s41586-021-03336-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB42781,none,none,none,none,7.024823,v1.010
I6367,none,Mongolia,Asia,"Bayan-Ulgii aimag, Tsengel sum, Biluut 2, barrow 3",Mongolia_LBA_CenterWest_5,Bronze Age,none,none,48.3,89.5,M,Mongolia_LBA_CenterWest_5,none,C4a1a1,O2a2b1a1a1-CTS5866,none,1259 calBCE,1056 calBCE,"1259-1056 calBCE (2955±20 BP, PSUAMS-7284)",2955±20 BP,PSUAMS-7284,Wang Nature 2021,https://doi.org/10.1038/s41586-021-03336-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB42781,none,none,none,none,0.758033,v1.010
I13174,none,Mongolia,Asia,"Khovd, Munkhkhairkhan sum, Khukh tolgoi barrow 9 ",Mongolia_LBA_MongunTaiga_1,Bronze Age,none,none,47.069,91.83,M,Mongolia_LBA_MongunTaiga_1,none,U5a2,Q1b1a3-L334,none,1501 calBCE,1421 calBCE,"1501-1421 calBCE (3185±20 BP, UCIAMS-226564, PSUG-5483)",none,none,Wang Nature 2021,https://doi.org/10.1038/s41586-021-03336-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB42781,none,none,none,none,0.008511,v1.010
I13959,none,Mongolia,Asia,"Khovd, Munkhkhairkhan sum, Ulaan tolgoi, barrow 3",Mongolia_LBA_MongunTaiga_1_lc,Bronze Age,none,none,47.069,91.83,F,Mongolia_LBA_MongunTaiga_1_lc,none,n/a (<2x),n/a (female),none,1446 calBCE,1305 calBCE,"1446-1305 calBCE (3125±20 BP, UCIAMS-226559, PSUG-5474)",none,none,Wang Nature 2021,https://doi.org/10.1038/s41586-021-03336-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB42781,none,none,none,none,4.789333,v1.010
I12976,none,Mongolia,Asia,"Bayan-Ulgii aimag, Ulaankhus sum, Kulala Ula barrow 2",Mongolia_LBA_MongunTaiga_3,Bronze Age,none,none,49.359,88.713,M,Mongolia_LBA_MongunTaiga_3,none,U2e2a1a2,N1a-M2114,none,1441 calBCE,1304 calBCE,"1441-1304 calBCE (3120±20 BP, UCIAMS-226550, PSUG-5465)",none,none,Wang Nature 2021,https://doi.org/10.1038/s41586-021-03336-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB42781,none,none,none,none,3.865509,v1.010
I6363,none,Mongolia,Asia,"Khovd, Bulgan sum, Khudzrtyn gol II, barrow 1, burial 4 (main burial)",Mongolia_LBA_MongunTaiga_3,Bronze Age,none,none,45.35,90.85,M,Mongolia_LBA_MongunTaiga_3,none,U2e1h,R1a1a1b2a-Z95,none,1215 calBCE,1055 calBCE,"1215-1055 calBCE (2937±17 BP) [R_combine: (2925±20 BP, PSUAMS-7280); (2967±31 BP, OxA-X-2737-54); (2840±70 BP, Le-7979)]",2840±70 BP,Le-7979,Wang Nature 2021,https://doi.org/10.1038/s41586-021-03336-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB42781,none,none,none,none,4.345957,v1.010
I7033,none,Mongolia,Asia,"Uvs aimag, Ulaangom sum, Chandman uul, Ulaangom cemetery kurgan 59",Mongolia_LBA_MongunTaiga_3,Bronze Age,none,none,49.96,92.05,M,Mongolia_LBA_MongunTaiga_3,none,R,R1a1a1b2a-Z95,none,1210 calBCE,1019 calBCE,"1210-1019 calBCE (2920±20 BP, PSUAMS-4005)",2920±20 BP,PSUAMS-4005,Wang Nature 2021,https://doi.org/10.1038/s41586-021-03336-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB42781,none,none,none,none,0.74561,v1.010
I12972,none,Mongolia,Asia,"Sükhbaatar aimag, Tuvshinshiree sum, Adgiin gol Tomb 21",Mongolia_LBA_Ulaanzukh_2,Bronze Age,none,none,46.77,111.6,M,Mongolia_LBA_Ulaanzukh_2,none,D4i,Q1a1a-Y683.2,none,1488 calBCE,1308 calBCE,"1488-1308 calBCE (3130±20 BP, UCIAMS-226553, PSUG-5468)",none,none,Wang Nature 2021,https://doi.org/10.1038/s41586-021-03336-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB42781,none,none,none,none,1.342785,v1.010
I13964,none,Mongolia,Asia,"Sükhbaatar aimag, Tuvshinshiree sum, Ulaanzukh, Tomb 17",Mongolia_LBA_Ulaanzukh_2,Bronze Age,none,none,46.77,111.6,F,Mongolia_LBA_Ulaanzukh_2,none,C4a1a+195,n/a (female),none,1550 BCE,1250 BCE,1550-1250 BCE,none,none,Wang Nature 2021,https://doi.org/10.1038/s41586-021-03336-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB42781,none,none,none,none,5.133505,v1.010
I14037,none,Mongolia,Asia,"Sükhbaatar aimag, Tuvshinshiree sum, Bulgiin ekh, Tomb 47",Mongolia_LBA_Ulaanzukh_2,Bronze Age,none,none,46.28406,111.768265,M,Mongolia_LBA_Ulaanzukh_2,none,M11b,Q1a1a1-F875,none,1422 calBCE,1292 calBCE,"1422-1292 calBCE (3095±20 BP, UCIAMS-226561, PSUG-5475)",none,none,Wang Nature 2021,https://doi.org/10.1038/s41586-021-03336-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB42781,none,none,none,none,4.692127,v1.010
I12955,none,Mongolia,Asia,"Zavkhan, Bayantes sum, Khukh Khushoony bom, Barrow 3",Mongolia_MBA_Munkhkhairkhan_1,Bronze Age,none,none,49.7,96.8,M,Mongolia_MBA_Munkhkhairkhan_1,none,D4i,N1a1a1-CTS7728,none,1949 calBCE,1774 calBCE,"1949-1774 calBCE (3545±20 BP, UCIAMS-226543, PSUG-5458)",none,none,Wang Nature 2021,https://doi.org/10.1038/s41586-021-03336-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB42781,none,none,none,none,5.471873,v1.010
I6348,none,Mongolia,Asia,"Bulgan, Khutag-Undur sum, Haruulyn Gozgor tomb 1-113",Mongolia_MBA_Munkhkhairkhan_1,Bronze Age,none,none,49.3925,102.7025,M,Mongolia_MBA_Munkhkhairkhan_1,none,HV12b1,Q1b1a3-L334,none,1749 calBCE,1617 calBCE,"1749-1617 calBCE (3395±25 BP, PSUAMS-7274)",3395±25 BP,PSUAMS-7274,Wang Nature 2021,https://doi.org/10.1038/s41586-021-03336-2,https://www.ebi.ac.uk/ena/browser/view/PRJEB42781,none,none,none,none,4.175051,v1.010
