id,title,isPartOf,publicationYear,doi,docType,docSubType,provider,collection,datePublished,issueNumber,volumeNumber,url,creator,publisher,language,pageStart,pageEnd,placeOfPublication,keyphrase,wordCount,pageCount,outputFormat
ark://27927/pc09pd1n3,Phenotypic approaches for understanding patterns of intracemetery biological variation,American Journal of Physical Anthropology,2006,10.1002/ajpa.20517,article,,portico,,2006-12-01,Supplement 43,131,http://doi.org/10.1002/ajpa.20517,Christopher M. Stojanowski; Michael A. Schillaci,"John Wiley & Sons, Inc.",eng,49,88,,kinship analysis; phenotypic; traits; alt and vach; genetic; metric; metric traits; corruccini; cemetery; cemeteries,36102,40,unigram; bigram; trigram
ark://27927/phxnr6cb72,"Transcriptome Profile of the Asian Giant Hornet (Vespa mandarinia) Using Illumina HiSeq 4000 Sequencing: De Novo Assembly, Functional Annotation, and Discovery of SSR Markers",International Journal of Genomics,2016,10.1155/2016/4169587,article,,portico,,2016-01-10,null,2016,http://doi.org/10.1155/2016/4169587,Tae Hun Wang; Bharat Bhusan Patnaik; Dae Kwon Song; Se Won Kang; Heon Cheon Jeong; Yong Seok Lee; Changmu Kim; Yeon Soo Han; Soonok Kim; Hee-Ju Hwang; Elena Pasyukova; Eun Bi Park; Jong Min Chung; So Young Park; Hong Seog Park; Jae Bong Lee,Hindawi,eng,1,,,unigene; unigene sequences; transcriptome; illumina hiseq; illumina; blastx; genomics; transcriptomic analysis; repeat; contigs,9540,15,unigram; bigram; trigram
ark://27927/pjb637192j2,Unusual find of osteolytic lesion on skeleton from the Middle Bronze Age—Possible case of peritoneal abscess,International Journal of Osteoarchaeology,2022,10.1002/oa.3102,article,shortCommunication,portico,,2022-07-01,4,32,http://doi.org/10.1002/oa.3102,Ivana Jarošová; Marian Baldovič; Andrea Patlevičová; František Trampota; Klára Šabatová; Ladislava Horáčková; Lenka Vargová; Alena Němečková; Kateřina Vymazalová,"John Wiley & Sons, Inc.",eng,923,931,,iliac fossa; lesion; czech republic; osteolytic lesion; cancellous bone; bronze age; tuberculosis; lytic lesion; peritoneal abscess; rodríguez martín,6088,9,unigram; bigram; trigram
ark://27927/pjb6n6p89b2,Anthropological Applications of Ancient DNA: Problems and Prospects,American Antiquity,2006,10.2307/40035909,article,research-article,portico,,2006-04-01,2,71,http://doi.org/10.2307/40035909,Connie J. Mulligan,Cambridge University Press,eng,365,380,,ancient dna; adna analysis; genetic; svante paabo; adna study; samples; mitochondrial dna; krings; kaestle; kolman,13476,16,unigram; bigram; trigram
ark://27927/pgk2f1sm86d,Knowledge of and attitudes toward drug addicts and their treatment among psychiatrists,Mentálhigiéné és Pszichoszomatika,2007,10.1556/Mental.8.2007.3.1,article,research-article,portico,,2007-01-01,3,8,http://doi.org/10.1556/Mental.8.2007.3.1,Zsolt Demetrovics; Géza Bognár; Ákos Barth,Akademiai Kiado Zrt.,hun,179,192,,demetrovics zsolt; bognár géza; minden; zsolt bognár; zsolt bognár géza; faktor; személy; kell hogy; aránya akik; barth ákos,4848,14,unigram; bigram; trigram
ark://27927/pjc1m7q77bm,"A Guide to Environmental DNA Extractions for Non‐Molecular Trained Biologists, Ecologists, and Conservation Scientists",Environmental DNA,2024,10.1002/edn3.70002,article,researchArticle,portico,,2024-09-01,5,6,http://doi.org/10.1002/edn3.70002,Irene Adrian‐Kalchhauser; Eliane Jemmi; Margaret E. Hunter; Jessica Rieder,"John Wiley & Sons, Inc.",eng,n/a,n/a,,extraction; environmental dna; edna extraction; edna samples; organic solvents; protocols; dna fragments; downstream; detergents; buffer,20344,16,unigram; bigram; trigram
http://www.jstor.org/stable/90016784,Juvenile Burrowing Owl Movement and Survival in a Human-Altered Landscape,Wildlife Society Bulletin (2011-),2017,,article,research-article,jstor,,2017-12-01,4,41,http://www.jstor.org/stable/90016784,EBONI GRIFFIN; MARTHA DESMOND; DAWN VanLEEUWEN,Wiley,eng,649,658,,burrowing owls; postfledging; juvenile burrowing; juvenile; survival; satellite burrows; postfledging movement; fledging; agriculture; pecan orchards,8706,10,unigrams; bigrams; trigrams
ark://27927/pjb5s2w67w3,Metal Complexes as DNA Synthesis and/or Repair Inhibitors: Anticancer and Antimicrobial Agents,Pharmaceutical Fronts,2021,10.1055/s-0041-1741035,article,scientific,portico,,2021-12-01,4,3,http://doi.org/10.1055/s-0041-1741035,Mpho Phehello Ngoepe; Hadley S. Clayton,Thieme Publishing Group,eng,e164,e182,,metal complexes; metal ions; ligand; ligands; pharmaceutical fronts; repair inhibitors; docking; binding; dna synthesis; nucleic acids,13028,19,unigram; bigram; trigram
ark://27927/pgk2109fm9k,"The early colonial atlantic world: New insights on the African Diaspora from isotopic and ancient DNA analyses of a multiethnic 15th–17th century burial population from the Canary Islands, Spain",American Journal of Physical Anthropology,2016,10.1002/ajpa.22879,article,,portico,,2016-02-01,2,159,http://doi.org/10.1002/ajpa.22879,José Guillén; Amelia Rodríguez; Rosa Fregel; Emma Lightfoot; Jacob Morales; Martha Alamón; Jonathan Santana; Marco Moreno,"John Wiley & Sons, Inc.",eng,300,312,,finca clavijo; gran canaria; canary islands; lobo cabrera; african; clavijo cemetery; haplogroup; individual; finca clavijo cemetery; saharan,11560,13,unigram; bigram; trigram
ark://27927/pgk1fm6zw1v,Are Teeth Better? Histological Characterization of Diagenesis in Archaeological Bone–Tooth Pairs and a Discussion of the Consequences for Archaeometric Sample Selection and Analyses,International Journal of Osteoarchaeology,2015,10.1002/oa.2376,article,,portico,,2015-11-01,6,25,http://doi.org/10.1002/oa.2376,M. M. E. Jans; N. Arts; H. Kars; H. I. Hollund,"John Wiley & Sons, Inc.",eng,901,911,,collagen; preservation; histological; bone tooth; archaeological; dentine; osteoarchaeol; bone samples; diagenetic; histological index,8060,11,unigram; bigram; trigram
ark://27927/pjbhhzr7g2b,Connections across the Coral Sea,Antiquity,2023,10.15184/aqy.2023.83,article,review-article,portico,,2023-08-01,394,97,http://doi.org/10.15184/aqy.2023.83,Michael C. Westaway,Cambridge University Press,eng,1032,1038,,torres strait; coral sea; cape york; lizard island; archaeological; strait islands; new guinea; aboriginal; connections across; antiquity publications,3203,7,unigram; bigram; trigram
ark://27927/pgk2crhqg3n,Phylogeography of the Scaled Quail in the American Southwest,Western North American Naturalist,2013,10.3398/064.074.0103,article,research-article,portico,,2013-12-01,1,74,http://doi.org/10.3398/064.074.0103,Leonard A. Brennan; Rodney L. Honeycutt; Damon Williford; Fidel Hernández; Randy W. DeYoung,BioOne,eng,18,32,,scaled quail; subspecies; haplotypes; squamata; phylogeographic; phylogeography; callipepla squamata; texas usa; quail phylogeography; genetic,8535,15,unigram; bigram; trigram
ark://27927/phzb16s8vbj,"Historical DNA as a tool to address key questions in avian biology and evolution: A review of methods, challenges, applications, and future directions",Molecular Ecology Resources,2019,10.1111/1755-0998.13066,article,,portico,,2019-09-01,5,19,http://doi.org/10.1111/1755-0998.13066,Shawn M. Billerman; Jennifer Walsh,"John Wiley & Sons, Inc.",eng,1115,1130,,specimens; sequencing; museum specimens; avian specimens; hdna samples; mccormack; mortem damage; genetic; willerslev cooper; throughput sequencing,13749,16,unigram; bigram; trigram
ark://27927/phwp9fsswj,The York Gospels: a 1000-year biological palimpsest,Royal Society Open Science,2017,10.1098/rsos.170988,article,research-article,portico,,2017-10-25,10,4,http://doi.org/10.1098/rsos.170988,Christopher C. Webb; Camilla Speller; Sarah Fiddyment; Catherine Dand; Daniel G. Bradley; Matthew J. Collins; Martin Carver; Valeria Mattiangeli; Annelise Binois; Jiří Vnouček; Timothy P. Newfield; Matthew D. Teasdale,The Royal Society,eng,11,22,,electronic supplementary; york gospels; supplementary material; parchment; electronic supplementary material; microbiome; gospel samples; samples; borthwick archive; microbial,7541,11,unigram; bigram; trigram
ark://27927/pjbbbwjx681,"Paleogenetic and microscopic studies of Eimeria spp. (Apicomplexa: Eimeriidae) as a tool to reveal the zoological origin of coprolites: The case of study of artiodactyl coprolites from an archeological site from Patagonia, Argentina",The Holocene,2022,10.1177/09596836221114287,article,research-article,portico,,2022-11-01,11,32,http://doi.org/10.1177/09596836221114287,Silvina Quintana; Victoria Cañal; Eleonor Tietze; Ramiro Barberena; María Ornela Beltrame,SAGE Publications,eng,1144,1150,,eimeria; coprolites; eimeria spp; capra hircus; patagonia argentina; artiodactyl coprolites; zoological origin; archeological; oocysts; beltrame,7863,7,unigram; bigram; trigram
ark://27927/pgk3ckkz1k6,Neanderthal genomics suggests a pleistocene time frame for the first epidemiologic transition,American Journal of Physical Anthropology,2016,10.1002/ajpa.22985,article,,portico,,2016-07-01,3,160,http://doi.org/10.1002/ajpa.22985,Charlotte J. Houldcroft; Simon J. Underdown,"John Wiley & Sons, Inc.",eng,379,388,,neanderthal; pathogens; infectious disease; infectious; hominin; genomes; introgressed; pleistocene; introgressed neanderthal; humans,9347,10,unigram; bigram; trigram
ark://27927/phzgtgzddqg,"Pending danger: Recent Copper Age lion (Panthera leo L., 1758) finds from Hungary",International Journal of Osteoarchaeology,2020,10.1002/oa.2875,article,,portico,,2020-07-01,4,30,http://doi.org/10.1002/oa.2875,László Bartosiewicz; Márta Daróczi‐Szabó; Zsófia Eszter Kovács; Pál Raczky,"John Wiley & Sons, Inc.",eng,469,481,,copper age; carpathian basin; neolithic; late neolithic; daróczi szabó; hungary; panthera leo; lion panthera; tolna mözs; holocene,7430,13,unigram; bigram; trigram
ark://27927/pgk2vhbmgjj,High levels of cyclic‐di‐GMP in plant‐associated Pseudomonas correlate with evasion of plant immunity,Molecular Plant Pathology,2016,10.1111/mpp.12297,article,,portico,,2016-05-01,4,17,http://doi.org/10.1111/mpp.12297,Sebastian Pfeilmeier; Jacob George Malone; Isabel Marie‐Luise Saur; John Paul Rathjen; Cyril Zipfel,"John Wiley & Sons, Inc.",eng,521,531,,pseudomonas; flagellin; plant pathology; pto dc3000; pseudomonas syringae; cdg levels; aeruginosa; molecular plant; thaliana; bacterial,9534,11,unigram; bigram; trigram
ark://27927/pf1kfvsc8k,Scanning Electron Microscope Study of Ancient Parasite Eggs Recovered From Korean Mummies of the Joseon Dynasty,Journal of Parasitology,2009,10.1645/GE-1588.1,article,research-article,portico,,2009-02-01,1,95,http://doi.org/10.1645/GE-1588.1,"Dong Hoon Shin,,Do-Seon Lim,,Ki-Ju Choi,,Chang Seok Oh,,Myeung Ju Kim,,In Sun Lee,,Seok Bae Kim,,Jeong Eun Shin,,Gi Dae Bok,,Jong Yil Chai, and,Min Seo",BioOne,eng,137,145,,parasite eggs; ancient; ancient parasite; ancient eggs; instituto oswaldo; dankook university; oswaldo cruz; ancient parasite eggs; korean mummies; parasitology,3793,9,unigram; bigram; trigram
ark://27927/pgh1x768sfd,Persistence of Toxoplasma gondii tissue stages in poultry over a conventional fattening cycle,Parasitology,2014,10.1017/S003118201400078X,article,research-article,portico,,2014-06-16,11,141,http://doi.org/10.1017/S003118201400078X,M. LUDEWIG; G. SCHARES; B. BANGOURA; M. KOETHE; S. POTT; A.-C. GEUTHNER; A. DAUGSCHIES; Andrew Hemphill,Cambridge University Press,eng,1359,1364,,gondii; toxoplasma gondii; turkeys; chickens; toxoplasmosis; infection; infected; parasitology; gondii oocysts; tissue cysts,4668,6,unigram; bigram; trigram
http://www.jstor.org/stable/26564018,CONTINENTAL CONNECTIONS AND INSULAR DISTRIBUTIONS,Latin American Antiquity,2018,,article,research-article,jstor,,2018-03-01,1,29,http://www.jstor.org/stable/26564018,Christina M. Giovas,Cambridge University Press,eng,27,43,,west indies; cervid; los roques; caribbean; deer bone; trinidad; cervid specimens; supplemental; mazama; grenada,10404,17,unigrams; bigrams; trigrams
ark://27927/phzc55db1ss,NTS volume 66 issue 1 Cover and Back matter,New Testament Studies,2020,10.1017/S0028688519000419,article,other,portico,,2020-01-01,1,66,http://doi.org/10.1017/S0028688519000419,,Cambridge University Press,eng,b1,b4,,new testament; testament studies; testamenti societas; studiorum novi; novi testamenti; studiorum novi testamenti; new testament studies; novi testamenti societas; cambridge; canada and mexico,1572,4,unigram; bigram; trigram
ark://27927/phz60dpxvkz,"Ancient DNA reveals the timing and persistence of organellar genetic bottlenecks over 3,000 years of sunflower domestication and improvement",Evolutionary Applications,2019,10.1111/eva.12594,article,,portico,,2019-01-01,1,12,http://doi.org/10.1111/eva.12594,Kristen J. Gremillion; Benjamin K. Blackman; Melis Akman; M. Thomas P. Gilbert; Bruce D. Smith; Nathan Wales; Ray H. B. Watson; Fátima Sánchez Barreiro,"John Wiley & Sons, Inc.",eng,38,53,,sunflower; archaeological; domestication; haplotype; landraces; ethnographic; archaeological samples; annuus; disk fragment; cultivars,12319,16,unigram; bigram; trigram
ark://27927/phw3md7d6v,"Development and characterization of microsatellite loci from lynx (Lynx canadensis), and their use in other felids",Molecular Ecology,2000,10.1046/j.1365-294X.2000.105323.x,article,,portico,,2000-12-01,12,9,http://doi.org/10.1046/j.1365-294X.2000.105323.x,L. E. Carmichael; W. Clark; C. Strobeck,"John Wiley & Sons, Inc.",eng,2197,2199,,microsatellite loci; marmota; primer; alleles; molecular ecology; manatee; polymorphic; spermophilus citellus; pinus halepensis; polistes,57407,80,unigram; bigram; trigram
ark://27927/pjb2xq8mwcq,Repeats of LacdiNAc and fucosylated LacdiNAc on N‐glycans of the human parasite Schistosoma mansoni,FEBS Journal,2006,10.1111/j.1742-4658.2005.05068.x,article,article,portico,,2006-01-01,2,273,http://doi.org/10.1111/j.1742-4658.2005.05068.x,Cornelis H. Hokke; André M. Deelder; Manfred Wuhrer; Carolien A. M. Koeleman,"John Wiley & Sons, Inc.",eng,347,361,,glycans; mansoni; galnac; glcnac; schistosoma mansoni; fucosylated; fucosylated ldn; glycans with dimeric; labelled glycans; fragment ion,7631,15,unigram; bigram; trigram
http://www.jstor.org/stable/41466069,Biological Anthropology of the Human Skeleton,Human Biology,2002,,article,book-review,jstor,,2002-06-01,3,74,http://www.jstor.org/stable/41466069,JANE E. BUIKSTRA; M. Anne Katzenberg; Shelley R. Saunders,Wayne State University Press,eng,500,502,,dental; bioarchaeological; age estimation; subadult skeletons; focuses upon; histomorphometry; periodontal disease; residence patterning; human remains; issues,1243,3,unigrams; bigrams; trigrams
ark://27927/phzfhnmtwfx,"Anthropological perspectives on genomic data, genetic ancestry, and race",American Journal of Physical Anthropology,2020,10.1002/ajpa.23979,article,,portico,,2020-05-01,S70,171,http://doi.org/10.1002/ajpa.23979,Jada Benn Torres,"John Wiley & Sons, Inc.",eng,74,86,,benn torres; genetic; genetic ancestry; variation; biological; anthropologists; anthropology; human variation; ancestry tests; biological anthropologists,12056,13,unigram; bigram; trigram
http://www.jstor.org/stable/43049296,Biomolecular Archaeology,Annual Review of Anthropology,2013,,article,research-article,jstor,,2013-01-01,,42,http://www.jstor.org/stable/43049296,Keri A. Brown; Terence A. Brown,Annual Reviews,eng,159,174,,biomolecular archaeology; ancient dna; ancient; archaeological; archaeol sci; genome; cladh hallan; evershed; ancient biomolecules; sequencing,9446,16,unigrams; bigrams; trigrams
ark://27927/phx5wtsmvvj,Systemic lupus erythematosus after heavy exposure to quartz dust in uranium mines: clinical and serological characteristics,Lupus,1996,10.1177/096120339600500112,article,,portico,,1996-02-01,1,5,http://doi.org/10.1177/096120339600500112,K-H. Frank; K. Lüthke; T. Dörner; J. Mehlhorn; K. Conrad,SAGE Publications,eng,62,69,,uranium miners; lupus erythematosus; probable sle; systemic lupus; quartz dust; ara criteria; systemic lupus erythematosus; silica; patients; definite sle,4413,8,unigram; bigram; trigram
ark://27927/phzf1vv0qvp,Commensal Rats and Humans: Integrating Rodent Phylogeography and Zooarchaeology to Highlight Connections between Human Societies,BioEssays,2020,10.1002/bies.201900160,article,,portico,,2020-05-01,5,42,http://doi.org/10.1002/bies.201900160,Jason Munshi‐South; David Orton; Emily E. Puckett,"John Wiley & Sons, Inc.",eng,n/a,n/a,,rattus; commensal; species; bioessays; bioessays published; norvegicus; phylogeography; zooarchaeological; wiley periodicals; commensal rats,7661,10,unigram; bigram; trigram
ark://27927/pjb5n7f4bt9,Ticks on wild boar in the metropolitan area of Barcelona (Spain) are infected with spotted fever group rickettsiae,Transboundary and Emerging Diseases,2022,10.1111/tbed.14268,article,article,portico,,2022-07-01,4,69,http://doi.org/10.1111/tbed.14268,Richard Birtles; Santiago Lavín; Jorge R. López‐Olvera; Raquel Castillo‐Contreras; Jessica L. Hall; Carles Conejero; Gregorio Mentaberre; Lucía Varela‐Castro; Luis Magen; Xavier Fernandez Aguilar; Andreu Colom‐Cadena,"John Wiley & Sons, Inc.",eng,e82,e95,,wild boar; rickettsia; rickettsia spp; estrada peña; tick species; castillo contreras; sanguineus; tick pools; rhipicephalus sanguineus; marginatus,10674,14,unigram; bigram; trigram
