"identifier","alternative_identifiers","country","continent","region","culture","epoch","group","comment","latitude","longitude","sex","site","site_detail","mt_hg","ychr_hg","year_from","year_to","date_detail","bp","c14_lab_code","reference_name","reference_link","data_link","c14_sample_tag","c14_layer_tag","ychr_snps","avg_coverage","sequence_source","mitopatho_alleles","mitopatho_positions","mitopatho_locus","mitopatho_diseases","mitopatho_statuses","mitopatho_homoplasms","mitopatho_heteroplasms"
"POST_6","A13603","Germany","Europe","central Europe","Early Bronze Age","Bronze Age","EBAGe","",48.307926177978516,10.893831253051758,"M","Haunstetten, Postillionstraße","","U5a1a1+16362","",-2009,-1883,"cal BC 2009-1883","3574±19","MAMS-18955","Knipper et al. 2017","https://doi.org/10.1073/pnas.1706355114","https://www.ncbi.nlm.nih.gov/popset/1240339410","1","0","",233.8000030517578,"reconstructed","","","","","","",""
"MX252","A13495","Germany","Europe","central Europe","Singen","Bronze Age","BAGe","Final Neolithic/Early Bronze Age",47.76709747314453,8.872239112854004,"M","Singen","","H83","R1b1a1b1a1a2b1",-1941,-1774,"1941-1774 cal BC","","","Furtwängler et al. 2020","https://doi.org/10.1038/s41467-020-15560-x","https://www.ncbi.nlm.nih.gov/popset/1829063556","1","0","",0.0,"reconstructed","4216C;195C;11251G;4917G;310C;15928A","4216;195;11251;4917;310;15928","MT-ND1;MT-CR;MT-ND4;MT-ND2;MT-CR;MT-TT","LHON / Insulin Resistance /possible adaptive high altitude variant / miscarriage;BD-associated / melanoma pts;Reduced risk of PD;LHON / Insulin Resistance / AMD / NRTI-PN;Possible protective factor for normal tension glaucoma;Multiple Sclerosis / idiopathic repeat miscarriage / AD protection","Conflicting reports;Reported;Reported;Reported;Reported;Reported","+;+;nr;+;<NA>;+","-;+;nr;-;<NA>;-"
"LIAV_4","F1","Italy","Europe","Southern Europe","pre-Roman","Iron Age","IAIt","",40.81927490234375,16.398099899291992,"F","Botromagno","Tomba 11","U4b1a1a1","",-700,-300,"7th–4th century BCE","","","Emery et al. 2018","https://doi.org/10.1016/j.jasrep.2018.04.036","https://www.ncbi.nlm.nih.gov/popset/?term=1391840518","0","0","",316.0,"reconstructed","310C;195C","310;195","MT-CR;MT-CR","Possible protective factor for normal tension glaucoma;BD-associated / melanoma pts","Reported;Reported","<NA>;+","<NA>;+"
"LIAV_7","Sk 4","Italy","Europe","Southern Europe","pre-Roman","Iron Age","IAIt","",40.81927490234375,16.398099899291992,"F","Botromagno","Tomba 11","V18","",-700,-300,"7th–4th century BCE","","","Emery et al. 2018","https://doi.org/10.1016/j.jasrep.2018.04.036","https://www.ncbi.nlm.nih.gov/popset/?term=1391840518","0","0","",753.7000122070312,"reconstructed","11251G;310C;4917G;4216C;15928A","11251;310;4917;4216;15928","MT-ND4;MT-CR;MT-ND2;MT-ND1;MT-TT","Reduced risk of PD;Possible protective factor for normal tension glaucoma;LHON / Insulin Resistance / AMD / NRTI-PN;LHON / Insulin Resistance /possible adaptive high altitude variant / miscarriage;Multiple Sclerosis / idiopathic repeat miscarriage / AD protection","Reported;Reported;Reported;Conflicting reports;Reported","nr;<NA>;+;+;+","nr;<NA>;-;-;-"
"POST_12","Skull 1a","Germany","Europe","central Europe","Early Bronze Age","Bronze Age","EBAGe","",48.307926177978516,10.893831253051758,"U","Haunstetten, Postillionstraße","","J1c3g","",-2190,-2028,"cal BC 2190-2028","3697±20","MAMS-18956","Knipper et al. 2017","https://doi.org/10.1073/pnas.1706355114","https://www.ncbi.nlm.nih.gov/popset/1240339410","1","0","",14.600000381469727,"reconstructed","15924G;310C;228A;185A;4216C;13708A;462T;11251G;295T;3010A;10398G;489C","15924;310;228;185;4216;13708;462;11251;295;3010;10398;489","MT-TT;MT-CR;MT-CR;MT-CR;MT-ND1;MT-ND5;MT-CR;MT-ND4;MT-CR;MT-RNR2;MT-ND3;MT-CR","LIMM;Possible protective factor for normal tension glaucoma;Low VO2max response;Low VO2max response;LHON / Insulin Resistance /possible adaptive high altitude variant / miscarriage;LHON / Increased MS risk / higher freq in PD-ADS;Low VO2max response;Reduced risk of PD;Low VO2max response;Cyclic Vomiting Syndrome with Migraine / high altitude disease risk factor;PD protective factor / longevity / altered cell pH / metabolic syndrome / breast cancer risk / Leigh Syndrome risk / ADHD / cognitive decline / SCA2 age of onset / Fuchs endothelial corneal dystrophy;Low VO2max response","Reported;Reported;Reported;Reported;Conflicting reports;Conflicting reports;Reported;Reported;Reported;Reported;Reported / lineage L & M marker / also hg IJK;Reported","nr;<NA>;+;+;+;+;+;nr;+;+;+;+","nr;<NA>;-;-;-;+;-;nr;-;-;-;-"
"MX254","SB529A2","Germany","Europe","central Europe","Singen","Bronze Age","BAGe","Final Neolithic/Early Bronze Age.1st degree relatives-MX286.MX283",47.76709747314453,8.872239112854004,"M","Singen","","H+16129","R1b1a1b1a1a2b1",-2200,-1700,"2200-1700 BC","","","Furtwängler et al. 2020","https://doi.org/10.1038/s41467-020-15560-x","https://www.ncbi.nlm.nih.gov/popset/1829063556","0","1","",0.0,"reconstructed","310C","310","MT-CR","Possible protective factor for normal tension glaucoma","Reported","<NA>","<NA>"
"POST_137","EM.588","Germany","Europe","central Europe","Early Bronze Age","Bronze Age","EBAGe","",48.307926177978516,10.893831253051758,"M","Haunstetten, Postillionstraße","","T2c1d+152","",-2029,-1912,"cal BC 2029-1912","3613±20","MAMS-18972","Knipper et al. 2017","https://doi.org/10.1073/pnas.1706355114","https://www.ncbi.nlm.nih.gov/popset/1240339410","1","0","",46.900001525878906,"reconstructed","3010A","3010","MT-RNR2","Cyclic Vomiting Syndrome with Migraine / high altitude disease risk factor","Reported","+","-"
"LIAV_8","skeleton A","Italy","Europe","Southern Europe","pre-Roman","Iron Age","IAIt","",40.81927490234375,16.398099899291992,"M","Botromagno","Tomba 11","H1","",-700,-300,"7th–4th century BCE","","","Emery et al. 2018","https://doi.org/10.1016/j.jasrep.2018.04.036","https://www.ncbi.nlm.nih.gov/popset/?term=1391840518","0","0","",467.1000061035156,"reconstructed","","","","","","",""
"POST_24","skeleton B","Germany","Europe","central Europe","Early Bronze Age","Bronze Age","EBAGe","",48.307926177978516,10.893831253051758,"M","Haunstetten, Postillionstraße","","H1b1","",-2137,-1980,"cal BC 2137-1980","3679±20","MAMS-18959","Knipper et al. 2017","https://doi.org/10.1073/pnas.1706355114","https://www.ncbi.nlm.nih.gov/popset/1240339410","1","0","",1314.800048828125,"reconstructed","","","","","","",""
"POST_28","skeleton 1","Germany","Europe","central Europe","Early Bronze Age","Bronze Age","EBAGe","",48.307926177978516,10.893831253051758,"M","Haunstetten, Postillionstraße","","K2a5","",-2027,-1906,"cal BC 2027-1906","3608±20","MAMS-18960","Knipper et al. 2017","https://doi.org/10.1073/pnas.1706355114","https://www.ncbi.nlm.nih.gov/popset/1240339410","1","0","",54.900001525878906,"reconstructed","310C;16176T","310;16176","MT-CR;MT-CR","Possible protective factor for normal tension glaucoma;Cyclic Vomiting Syndrome with Migraine","Reported;Reported","<NA>;-","<NA>;+"
"LIAV_11","cist 1","Italy","Europe","Southern Europe","pre-Roman","Iron Age","IAIt","",40.81927490234375,16.398099899291992,"U","Botromagno","Tomba 11","H6a1a","",-700,-300,"7th–4th century BCE","","","Emery et al. 2018","https://doi.org/10.1016/j.jasrep.2018.04.036","https://www.ncbi.nlm.nih.gov/popset/?term=1391840518","0","0","",41.79999923706055,"reconstructed","16270T","16270","MT-CR","Melanoma patients","Reported","nr","nr"
"MX256","DZSWS:X132.1","Germany","Europe","central Europe","Singen","Bronze Age","BAGe","Final Neolithic/Early Bronze Age",47.76709747314453,8.872239112854004,"F","Singen","","H+16129","",-2132,-1992,"2132-1922 cal BC","","","Furtwängler et al. 2020","https://doi.org/10.1038/s41467-020-15560-x","https://www.ncbi.nlm.nih.gov/popset/1829063556","1","0","",0.0,"reconstructed","11251G;228A;4216C;10398G;462T;185A;3010A;13708A;310C;295T;489C","11251;228;4216;10398;462;185;3010;13708;310;295;489","MT-ND4;MT-CR;MT-ND1;MT-ND3;MT-CR;MT-CR;MT-RNR2;MT-ND5;MT-CR;MT-CR;MT-CR","Reduced risk of PD;Low VO2max response;LHON / Insulin Resistance /possible adaptive high altitude variant / miscarriage;PD protective factor / longevity / altered cell pH / metabolic syndrome / breast cancer risk / Leigh Syndrome risk / ADHD / cognitive decline / SCA2 age of onset / Fuchs endothelial corneal dystrophy;Low VO2max response;Low VO2max response;Cyclic Vomiting Syndrome with Migraine / high altitude disease risk factor;LHON / Increased MS risk / higher freq in PD-ADS;Possible protective factor for normal tension glaucoma;Low VO2max response;Low VO2max response","Reported;Reported;Conflicting reports;Reported / lineage L & M marker / also hg IJK;Reported;Reported;Reported;Conflicting reports;Reported;Reported;Reported","nr;+;+;+;+;+;+;+;<NA>;+;+","nr;-;-;-;-;-;-;+;<NA>;-;-"
"LIAV_20","DZSWS;X146.1 b","Italy","Europe","Southern Europe","pre-Roman","Iron Age","IAIt","",40.81927490234375,16.398099899291992,"U","Botromagno","Tomba 11","U5b2c","",-700,-300,"7th–4th century BCE","","","Emery et al. 2018","https://doi.org/10.1016/j.jasrep.2018.04.036","https://www.ncbi.nlm.nih.gov/popset/?term=1391840518","0","0","",16.100000381469727,"reconstructed","310C","310","MT-CR","Possible protective factor for normal tension glaucoma","Reported","<NA>","<NA>"
"UNTA58-62_67","cist 3","Germany","Europe","central Europe","Bell Beaker","Bronze Age","BBC","",48.31654739379883,10.891151428222656,"M","Haunstetten, Unterer Talweg 58-62","","K1a","",-2455,-2204,"cal BC 2455-2204","3840±20","MAMS-18934","Knipper et al. 2017","https://doi.org/10.1073/pnas.1706355114","https://www.ncbi.nlm.nih.gov/popset/1240339410","1","0","",1521.5,"reconstructed","","","","","","",""
"LIAV_29","","Italy","Europe","Southern Europe","pre-Roman","Iron Age","IAIt","",40.81927490234375,16.398099899291992,"U","Botromagno","Tomba 11","H5'36","",-700,-300,"7th–4th century BCE","","","Emery et al. 2018","https://doi.org/10.1016/j.jasrep.2018.04.036","https://www.ncbi.nlm.nih.gov/popset/?term=1391840518","0","0","",27.200000762939453,"reconstructed","4917G;11251G;15928A;4216C;14687G","4917;11251;15928;4216;14687","MT-ND2;MT-ND4;MT-TT;MT-ND1;MT-TE","LHON / Insulin Resistance / AMD / NRTI-PN;Reduced risk of PD;Multiple Sclerosis / idiopathic repeat miscarriage / AD protection;LHON / Insulin Resistance /possible adaptive high altitude variant / miscarriage;Mito myopathy w respiratory failure / intellectual disability","Reported;Reported;Reported;Conflicting reports;Reported","+;nr;+;+;+","-;nr;-;-;-"
"MX257","Grave 8","Germany","Europe","central Europe","Singen","Bronze Age","BAGe","Final Neolithic/Early Bronze Age",47.76709747314453,8.872239112854004,"M","Singen","","U4a1a","R1b1a1b1a1a2b1",-1879,-1696,"1879-1696 cal BC","","","Furtwängler et al. 2020","https://doi.org/10.1038/s41467-020-15560-x","https://www.ncbi.nlm.nih.gov/popset/1829063556","1","0","",0.0,"reconstructed","","","","","","",""
"LIAV_31","ERS2696727;RISE912","Italy","Europe","Southern Europe","pre-Roman","Iron Age","IAIt","",40.81927490234375,16.398099899291992,"U","Botromagno","Tomba 11","U5a1","",-700,-300,"7th–4th century BCE","","","Emery et al. 2018","https://doi.org/10.1016/j.jasrep.2018.04.036","https://www.ncbi.nlm.nih.gov/popset/?term=1391840518","0","0","",66.4000015258789,"reconstructed","","","","","","",""
"LIAV_33","HB0068","Italy","Europe","Southern Europe","pre-Roman","Iron Age","IAIt","",40.81927490234375,16.398099899291992,"U","Botromagno","Tomba 11","H","",-700,-300,"7th–4th century BCE","","","Emery et al. 2018","https://doi.org/10.1016/j.jasrep.2018.04.036","https://www.ncbi.nlm.nih.gov/popset/?term=1391840518","0","0","",5.599999904632568,"reconstructed","12308G;16270T;15497A;13637G;12634G;11467G;12372A;310C;150T","12308;16270;15497;13637;12634;11467;12372;310;150","MT-TL2;MT-CR;MT-CYB;MT-ND5;MT-ND5;MT-ND4;MT-ND5;MT-CR;MT-CR","CPEO / Stroke / CM / Breast & Renal & Prostate Cancer Risk / Altered brain pH /sCJD;Melanoma patients;EXIT / Obesity;Possible LHON factor;Thyroid Cancer Cell Line;Altered brain pH / sCJD patients;Altered brain pH / sCJD patients;Possible protective factor for normal tension glaucoma;Longevity / Cervical Carcinoma / HPV infection risk","Reported;Reported;Reported;Reported;Reported;Reported;Reported;Reported;Conflicting reports","+;nr;+;+;+;+;+;<NA>;+","+;nr;-;-;+;-;-;<NA>;+"
"LIAV_37","HB0049","Italy","Europe","Southern Europe","pre-Roman","Iron Age","IAIt","",40.81927490234375,16.398099899291992,"M","Botromagno","Tomba 11","U3b1b","",-700,-300,"7th–4th century BCE","","","Emery et al. 2018","https://doi.org/10.1016/j.jasrep.2018.04.036","https://www.ncbi.nlm.nih.gov/popset/?term=1391840518","0","0","",111.0,"reconstructed","12705T;16129A;15924G;10398G;15043A","12705;16129;15924;10398;15043","MT-CO1;MT-CR;MT-TT;MT-ND3;MT-CYB","Possible protective factor for normal tension glaucoma;Cyclic Vomiting Syndrome with Migraine;LIMM;PD protective factor / longevity / altered cell pH / metabolic syndrome / breast cancer risk / Leigh Syndrome risk / ADHD / cognitive decline / SCA2 age of onset / Fuchs endothelial corneal dystrophy;MDD-associated","Reported;Reported;Reported;Reported / lineage L & M marker / also hg IJK;Reported","<NA>;-;nr;+;+","<NA>;+;nr;-;-"
"MX258","HB0022","Germany","Europe","central Europe","Singen","Bronze Age","BAGe","Final Neolithic/Early Bronze Age",47.76709747314453,8.872239112854004,"M","Singen","","U5b1+16189","R1b1a1b1a1a2",-2028,-1903,"2028-1903 cal BC","","","Furtwängler et al. 2020","https://doi.org/10.1038/s41467-020-15560-x","https://www.ncbi.nlm.nih.gov/popset/1829063556","1","0","",0.0,"reconstructed","310C;12372A;9055A;12308G;10398G;11467G","310;12372;9055;12308;10398;11467","MT-CR;MT-ND5;MT-ATP6;MT-TL2;MT-ND3;MT-ND4","Possible protective factor for normal tension glaucoma;Altered brain pH / sCJD patients;PD protective factor;CPEO / Stroke / CM / Breast & Renal & Prostate Cancer Risk / Altered brain pH /sCJD;PD protective factor / longevity / altered cell pH / metabolic syndrome / breast cancer risk / Leigh Syndrome risk / ADHD / cognitive decline / SCA2 age of onset / Fuchs endothelial corneal dystrophy;Altered brain pH / sCJD patients","Reported;Reported;Reported;Reported;Reported / lineage L & M marker / also hg IJK;Reported","<NA>;+;+;+;+;+","<NA>;-;-;+;-;-"
"LIAV_43","443;ERS2696726;Hume 1","Italy","Europe","Southern Europe","pre-Roman","Iron Age","IAIt","",40.81927490234375,16.398099899291992,"U","Botromagno","Tomba 11","U2e3","",-700,-300,"7th–4th century BCE","","","Emery et al. 2018","https://doi.org/10.1016/j.jasrep.2018.04.036","https://www.ncbi.nlm.nih.gov/popset/?term=1391840518","0","0","",62.20000076293945,"reconstructed","","","","","","",""
"LIAV_45","UK_LH3","Italy","Europe","Southern Europe","pre-Roman","Iron Age","IAIt","",40.81927490234375,16.398099899291992,"U","Botromagno","Tomba 11","H2","",-700,-300,"7th–4th century BCE","","","Emery et al. 2018","https://doi.org/10.1016/j.jasrep.2018.04.036","https://www.ncbi.nlm.nih.gov/popset/?term=1391840518","0","0","",13.5,"reconstructed","3394C;4216C;185A;228A;146C;11251G;489C;295T;3010A;10398G;310C;13708A;462T","3394;4216;185;228;146;11251;489;295;3010;10398;310;13708;462","MT-ND1;MT-ND1;MT-CR;MT-CR;MT-CR;MT-ND4;MT-CR;MT-CR;MT-RNR2;MT-ND3;MT-CR;MT-ND5;MT-CR","LHON / Diabetes / CPTdeficiency / high altitude adaptation;LHON / Insulin Resistance /possible adaptive high altitude variant / miscarriage;Low VO2max response;Low VO2max response;Absence of Endometriosis;Reduced risk of PD;Low VO2max response;Low VO2max response;Cyclic Vomiting Syndrome with Migraine / high altitude disease risk factor;PD protective factor / longevity / altered cell pH / metabolic syndrome / breast cancer risk / Leigh Syndrome risk / ADHD / cognitive decline / SCA2 age of onset / Fuchs endothelial corneal dystrophy;Possible protective factor for normal tension glaucoma;LHON / Increased MS risk / higher freq in PD-ADS;Low VO2max response","Reported / Population-dependent;Conflicting reports;Reported;Reported;Reported;Reported;Reported;Reported;Reported;Reported / lineage L & M marker / also hg IJK;Reported;Conflicting reports;Reported","+;+;+;+;+;nr;+;+;+;+;<NA>;+;+","-;-;-;-;-;nr;-;-;-;-;<NA>;+;-"
"MX265","UK_LH10","Germany","Europe","central Europe","Germany_IA","Iron Age","IAGe","",47.76709747314453,8.872239112854004,"M","Singen","","H1c","R1a",-763,-431,"763-431 cal BC","","","Furtwängler et al. 2020","https://doi.org/10.1038/s41467-020-15560-x","https://www.ncbi.nlm.nih.gov/popset/1829063556","1","0","",0.0,"reconstructed","16189C;3010A;310C","16189;3010;310","MT-CR;MT-RNR2;MT-CR","Diabetes / Cardiomyopathy /cancer risk / mtDNA copy nbr / Metabolic Syndrome / Melanoma patients;Cyclic Vomiting Syndrome with Migraine / high altitude disease risk factor;Possible protective factor for normal tension glaucoma","Reported;Reported;Reported","+;+;<NA>","-;-;<NA>"
"UNTA58-62_148","R2315/3","Germany","Europe","central Europe","Early Bronze Age","Bronze Age","EBAGe","",48.31654739379883,10.891151428222656,"U","Haunstetten, Unterer Talweg 58-62","","","",-2470,-1776,"cal BC 2470-1776","","","Knipper et al. 2017","https://doi.org/10.1073/pnas.1706355114","https://www.ncbi.nlm.nih.gov/popset/1240339410","0","1","",0.0,"<NA>","10044G;310C;14582G","10044;310;14582","MT-TG;MT-CR;MT-ND6","SIDS;Possible protective factor for normal tension glaucoma;LHON synergistic combo 14258A + 14582G","Unclear;Reported;Reported: individually neutral variants causing LHON in combination","-;<NA>;+","+;<NA>;-"
"POST_35","Skeleton No. 2","Germany","Europe","central Europe","Early Bronze Age","Bronze Age","EBAGe","",48.307926177978516,10.893831253051758,"F","Haunstetten, Postillionstraße","","H41a","",-2033,-1918,"cal BC 2033-1918","3621±20","MAMS-18962","Knipper et al. 2017","https://doi.org/10.1073/pnas.1706355114","https://www.ncbi.nlm.nih.gov/popset/1240339410","1","0","",868.7000122070312,"reconstructed","3010A;310C","3010;310","MT-RNR2;MT-CR","Cyclic Vomiting Syndrome with Migraine / high altitude disease risk factor;Possible protective factor for normal tension glaucoma","Reported;Reported","+;<NA>","-;<NA>"
"POST_44","G.54","Germany","Europe","central Europe","Early Bronze Age","Bronze Age","EBAGe","",48.307926177978516,10.893831253051758,"M","Haunstetten, Postillionstraße","","K1a3a","",-2139,-1979,"cal BC 2139-1979","3681±23","MAMS-18964","Knipper et al. 2017","https://doi.org/10.1073/pnas.1706355114","https://www.ncbi.nlm.nih.gov/popset/1240339410","1","0","",684.2000122070312,"reconstructed","15693C;499A;11467G;13528G;310C;12308G;195C;12372A","15693;499;11467;13528;310;12308;195;12372","MT-CYB;MT-CR;MT-ND4;MT-ND5;MT-CR;MT-TL2;MT-CR;MT-ND5","Possibly LVNC cardiomyopathy-associated;Endometriosis;Altered brain pH / sCJD patients;LHON-like / LHON / MELAS;Possible protective factor for normal tension glaucoma;CPEO / Stroke / CM / Breast & Renal & Prostate Cancer Risk / Altered brain pH /sCJD;BD-associated / melanoma pts;Altered brain pH / sCJD patients","Reported;Reported;Reported;Reported;Reported;Reported;Reported;Reported","+;+;+;+;<NA>;+;+;+","-;-;-;-;<NA>;+;+;-"
"I0439","G.52 Inhumation 4","Russia","Europe","Pontic steppe","Yamnaya","Bronze Age","YAM","",53.380001068115234,50.38999938964844,"M","Lopatino, Sok River, Samara","Site II","U5a1a1","R1b1a1a2",-3321,-2921,"3321-2921 calBCE (4420±30 BP, Beta-392491)","4420±30","Beta-392491","Haak et al. 2015","https://dx.doi.org/10.1038/nature14317","https://www.ebi.ac.uk/ena/data/view/PRJEB8448","1","0","",0.0,"bam","12372A;12308G;9055A;195C;16093C;11467G;10398G;16192T;310C","12372;12308;9055;195;16093;11467;10398;16192;310","MT-ND5;MT-TL2;MT-ATP6;MT-CR;MT-CR;MT-ND4;MT-ND3;MT-CR;MT-CR","Altered brain pH / sCJD patients;CPEO / Stroke / CM / Breast & Renal & Prostate Cancer Risk / Altered brain pH /sCJD;PD protective factor;BD-associated / melanoma pts;Cyclic Vomiting Syndrome;Altered brain pH / sCJD patients;PD protective factor / longevity / altered cell pH / metabolic syndrome / breast cancer risk / Leigh Syndrome risk / ADHD / cognitive decline / SCA2 age of onset / Fuchs endothelial corneal dystrophy;Melanoma patients;Possible protective factor for normal tension glaucoma","Reported;Reported;Reported;Reported;Reported;Reported;Reported / lineage L & M marker / also hg IJK;Reported;Reported","+;+;+;+;-;+;+;nr;<NA>","-;+;-;+;+;-;-;nr;<NA>"
"MX270","grave 458;HUNG494t","Germany","Europe","central Europe","Singen","Bronze Age","BAGe","Final Neolithic/Early Bronze Age.1st degree relative-MX275",47.76709747314453,8.872239112854004,"M","Singen","","W3a1","R1b1a1b1a1a2b1",-2200,-1700,"2200-1700 BC","","","Furtwängler et al. 2020","https://doi.org/10.1038/s41467-020-15560-x","https://www.ncbi.nlm.nih.gov/popset/1829063556","0","1","",0.0,"reconstructed","310C;10398G;11467G;16093C;12308G;9055A;12372A","310;10398;11467;16093;12308;9055;12372","MT-CR;MT-ND3;MT-ND4;MT-CR;MT-TL2;MT-ATP6;MT-ND5","Possible protective factor for normal tension glaucoma;PD protective factor / longevity / altered cell pH / metabolic syndrome / breast cancer risk / Leigh Syndrome risk / ADHD / cognitive decline / SCA2 age of onset / Fuchs endothelial corneal dystrophy;Altered brain pH / sCJD patients;Cyclic Vomiting Syndrome;CPEO / Stroke / CM / Breast & Renal & Prostate Cancer Risk / Altered brain pH /sCJD;PD protective factor;Altered brain pH / sCJD patients","Reported;Reported / lineage L & M marker / also hg IJK;Reported;Reported;Reported;Reported;Reported","<NA>;+;+;-;+;+;+","<NA>;-;-;+;+;-;-"
"MX275","grave12;HUNG495t","Germany","Europe","central Europe","Singen","Bronze Age","BAGe","Final Neolithic/Early Bronze Age.1st degree relative-MX270.MX286",47.76709747314453,8.872239112854004,"M","Singen","","W3a1","R1b1a1b1a1a2b1",-2135,-1961,"2135-1961 cal BC","","","Furtwängler et al. 2020","https://doi.org/10.1038/s41467-020-15560-x","https://www.ncbi.nlm.nih.gov/popset/1829063556","1","0","",0.0,"reconstructed","310C;6267A;3796G;3010A;16189C","310;6267;3796;3010;16189","MT-CR;MT-CO1;MT-ND1;MT-RNR2;MT-CR","Possible protective factor for normal tension glaucoma;Prostate Cancer;Adult-Onset Dystonia;Cyclic Vomiting Syndrome with Migraine / high altitude disease risk factor;Diabetes / Cardiomyopathy /cancer risk / mtDNA copy nbr / Metabolic Syndrome / Melanoma patients","Reported;Reported;Reported;Reported;Reported","<NA>;+;-;+;+","<NA>;-;+;-;-"
"POST_47","grave 244;HUNG496","Germany","Europe","central Europe","Early Bronze Age","Bronze Age","EBAGe","",48.307926177978516,10.893831253051758,"M","Haunstetten, Postillionstraße","","K2a5","",-2134,-1956,"cal BC 2134-1956","3662±24","MAMS-18965","Knipper et al. 2017","https://doi.org/10.1073/pnas.1706355114","https://www.ncbi.nlm.nih.gov/popset/1240339410","1","0","",26.799999237060547,"reconstructed","3236G;16093C;310C","3236;16093;310","MT-TL1;MT-CR;MT-CR","Sporadic bilateral optic neuropathy;Cyclic Vomiting Syndrome;Possible protective factor for normal tension glaucoma","Reported;Reported;Reported","nr;-;<NA>","nr;+;<NA>"
"UNTA85_113","gave 119;HUNG497","Germany","Europe","central Europe","Bell Beaker","Bronze Age","BBC","",48.31744384765625,10.890860557556152,"M","Haunstetten, Unterer Talweg 85","","U5b2a3","",-2456,-2155,"cal BC 2456-2155","3831±24","MAMS-18945","Knipper et al. 2017","https://doi.org/10.1073/pnas.1706355114","https://www.ncbi.nlm.nih.gov/popset/1240339410","1","0","",33.70000076293945,"reconstructed","3010A;16189C;310C;6267A;3796G","3010;16189;310;6267;3796","MT-RNR2;MT-CR;MT-CR;MT-CO1;MT-ND1","Cyclic Vomiting Syndrome with Migraine / high altitude disease risk factor;Diabetes / Cardiomyopathy /cancer risk / mtDNA copy nbr / Metabolic Syndrome / Melanoma patients;Possible protective factor for normal tension glaucoma;Prostate Cancer;Adult-Onset Dystonia","Reported;Reported;Reported;Reported;Reported","+;+;<NA>;+;-","-;-;<NA>;-;+"
"MX277","LM-16-Sep1","Germany","Europe","central Europe","Singen","Bronze Age","BAGe","Final Neolithic/Early Bronze Age",47.76709747314453,8.872239112854004,"F","Singen","","H5a1","",-1926,-1770,"1926-1770 cal BC","","","Furtwängler et al. 2020","https://doi.org/10.1038/s41467-020-15560-x","https://www.ncbi.nlm.nih.gov/popset/1829063556","1","0","R1:CTS5611:16394489T->G;R:M651:9889199G->A;R:M718:17334694G->T",0.0,"reconstructed","","","","","","",""
"UNTA85_1334","Grave 54","Germany","Europe","central Europe","Bell Beaker","Bronze Age","BBC","",48.31744384765625,10.890862464904785,"M","Haunstetten, Unterer Talweg 85","","H15a1","",-2453,-2152,"cal BC2453-2152","3827±25","MAMS-18947","Knipper et al. 2017","https://doi.org/10.1073/pnas.1706355114","https://www.ncbi.nlm.nih.gov/popset/1240339410","1","0","",58.400001525878906,"reconstructed","16093C","16093","MT-CR","Cyclic Vomiting Syndrome","Reported","-","+"
"UNTA85_1336","Grave 59","Germany","Europe","central Europe","Bell Beaker","Bronze Age","BBC","",48.31744384765625,10.890863418579102,"F","Haunstetten, Unterer Talweg 85","","H2a1","",-2465,-2300,"cal BC2465-2300","3893±22","MAMS-18948","Knipper et al. 2017","https://doi.org/10.1073/pnas.1706355114","https://www.ncbi.nlm.nih.gov/popset/1240339410","1","0","",54.29999923706055,"reconstructed","12308G;9055A;195C;12372A;16093C;11467G;10398G;310C","12308;9055;195;12372;16093;11467;10398;310","MT-TL2;MT-ATP6;MT-CR;MT-ND5;MT-CR;MT-ND4;MT-ND3;MT-CR","CPEO / Stroke / CM / Breast & Renal & Prostate Cancer Risk / Altered brain pH /sCJD;PD protective factor;BD-associated / melanoma pts;Altered brain pH / sCJD patients;Cyclic Vomiting Syndrome;Altered brain pH / sCJD patients;PD protective factor / longevity / altered cell pH / metabolic syndrome / breast cancer risk / Leigh Syndrome risk / ADHD / cognitive decline / SCA2 age of onset / Fuchs endothelial corneal dystrophy;Possible protective factor for normal tension glaucoma","Reported;Reported;Reported;Reported;Reported;Reported;Reported / lineage L & M marker / also hg IJK;Reported","+;+;+;+;-;+;+;<NA>","+;-;+;-;+;-;-;<NA>"
"MX279","Grave 77","Germany","Europe","central Europe","Singen","Bronze Age","BAGe","Final Neolithic/Early Bronze Age",47.76709747314453,8.872239112854004,"M","Singen","","H76a","R1b1a1b1a1a2b1",-1882,-1745,"1882-1745 cal BC","","","Furtwängler et al. 2020","https://doi.org/10.1038/s41467-020-15560-x","https://www.ncbi.nlm.nih.gov/popset/1829063556","1","0","",0.0,"reconstructed","15927A;195C;8393T;16183C;16189C;12705T;310C;13708A","15927;195;8393;16183;16189;12705;310;13708","MT-TT;MT-CR;MT-ATP8;MT-CR;MT-CR;MT-CO1;MT-CR;MT-ND5","LHON / Multiple Sclerosis / DEAF1555 increased penetrance / CHD;BD-associated / melanoma pts;Reversible brain pseudoatrophy;Melanoma patients;Diabetes / Cardiomyopathy /cancer risk / mtDNA copy nbr / Metabolic Syndrome / Melanoma patients;Possible protective factor for normal tension glaucoma;Possible protective factor for normal tension glaucoma;LHON / Increased MS risk / higher freq in PD-ADS","Reported;Reported;Reported;Reported;Reported;Reported;Reported;Conflicting reports","+;+;-;nr;+;<NA>;<NA>;+","-;+;+;+;-;<NA>;<NA>;+"
